Age,Monthly_Bill,Internet_Usage_GB,Contract_Type,Customer_Tenure,Support_Tickets,Payment_Method,Churn
57,144.4634996144399,237.6739547425674,One Year,20,6,Crypto,0
32,87.11867299489784,30.801921197000173,Month-to-Month,46,8,Crypto,0
49,15.915790206808218,56.281171886168764,Month-to-Month,31,2,Credit Card,0
56,193.80630974469366,406.9138312176471,One Year,67,2,Bank Transfer,0
23,197.40385181003646,372.105017584228,Two Year,21,2,PayPal,0
18,114.37926477441104,438.06487706622914,Month-to-Month,51,4,Crypto,0
64,23.42748329207006,60.31172178866273,One Year,39,9,PayPal,0
40,112.78477612374871,380.4479551544672,One Year,63,5,Credit Card,1
56,179.54430934195358,327.8970781141364,Two Year,69,2,Bank Transfer,0
74,139.19724692436057,116.91432732938034,One Year,20,9,PayPal,0
34,146.79795389621762,486.97828839224996,Two Year,23,8,Bank Transfer,0
51,26.144269112127365,285.6070547564643,One Year,42,0,Crypto,0
58,30.237211036042275,453.53210972317055,Month-to-Month,3,6,Crypto,1
46,34.1962675114182,429.6874739692862,Two Year,27,8,Bank Transfer,1
26,181.8315983955886,167.2296048007832,One Year,24,4,Crypto,0
30,109.91143089012454,268.44247413141983,Month-to-Month,9,2,Crypto,0
23,160.39926831466832,216.25278140293116,One Year,2,9,Crypto,0
23,31.905339377884044,354.8297075597778,Month-to-Month,6,3,PayPal,1
37,186.25211404663304,294.4329602671704,Two Year,71,7,Crypto,0
69,166.01699738446993,392.64191298558336,Month-to-Month,21,2,Bank Transfer,0
70,52.70518750731766,6.864377539394284,One Year,29,4,Crypto,0
20,176.09462432585116,344.2088374458647,Month-to-Month,13,2,Bank Transfer,0
34,60.05412428539376,160.2135124546078,Month-to-Month,69,5,Bank Transfer,0
66,49.014577074420735,112.88684780481957,Two Year,42,0,PayPal,1
29,60.206347994320346,400.81944181297746,Month-to-Month,1,6,Bank Transfer,1
65,182.89146202179577,45.5213843829045,Month-to-Month,20,5,PayPal,1
64,183.9624772478252,115.00156250447145,One Year,43,5,Bank Transfer,1
62,72.50919719071408,102.6634362087893,One Year,1,2,Bank Transfer,0
72,144.03249516796473,210.49289708479122,Two Year,40,0,PayPal,1
18,138.39159848119482,161.84605549407323,Two Year,7,0,PayPal,0
34,163.2469001047766,360.5136902377254,Two Year,35,6,Bank Transfer,0
20,66.3368050270049,349.9855704201368,One Year,52,3,Bank Transfer,0
43,106.92632296297636,163.40997466191345,Month-to-Month,34,5,Credit Card,0
32,136.8580506915745,219.05340729675183,Two Year,50,3,Bank Transfer,0
53,14.988795573882149,104.74618390570672,One Year,69,7,PayPal,0
49,81.58036161288138,335.746615347639,One Year,29,8,Bank Transfer,0
49,142.2187879589281,198.71514732615518,Two Year,71,1,Credit Card,0
21,57.99306769263535,67.28022611666545,One Year,1,0,Bank Transfer,0
35,191.96378033123258,64.50548046384412,Month-to-Month,58,0,Crypto,1
66,15.7306605862994,161.8380185321666,One Year,65,6,Credit Card,1
36,192.03656564161034,373.9151892894617,One Year,17,1,PayPal,0
60,51.18513492197601,13.726663729618691,Month-to-Month,62,2,Crypto,1
69,19.2761879658203,129.6295718982582,Two Year,42,3,PayPal,0
52,65.57006631247592,82.08059328548988,One Year,28,8,Bank Transfer,0
57,159.3936383851428,478.2824328315018,Month-to-Month,3,9,Credit Card,0
31,152.96398122513008,352.9355203815422,Two Year,5,1,PayPal,0
50,49.67967912033049,117.38310937535412,Month-to-Month,66,9,Bank Transfer,0
31,47.39012538244189,104.52283213266111,One Year,54,1,PayPal,0
51,132.09018400286274,429.15724214825104,Month-to-Month,38,0,Crypto,0
72,97.0357110383888,95.92312151179014,Two Year,44,7,Bank Transfer,0
21,160.53509113287143,498.53254089841624,Two Year,57,7,Credit Card,0
41,14.585227951585182,141.86925688568843,Two Year,71,4,Bank Transfer,0
46,125.9782535445085,43.08202471989795,Month-to-Month,24,2,PayPal,0
36,148.8276823255764,345.78000511441223,Month-to-Month,59,0,Bank Transfer,0
23,198.74336128544712,305.2117534995027,Two Year,8,1,PayPal,0
74,138.9685219050009,499.9112605153669,Two Year,2,8,Credit Card,0
50,54.0505797444936,401.24078644161557,Two Year,41,7,PayPal,0
66,30.555377027207367,214.98943003348631,One Year,56,9,Crypto,0
57,131.7741871823743,338.6291126333787,One Year,48,3,PayPal,0
36,109.40478282846104,409.10687734807266,One Year,22,2,Credit Card,0
70,180.8376048045531,257.34953619620427,Two Year,18,4,Crypto,0
18,148.05552402444224,137.16285391687057,One Year,41,7,Credit Card,0
22,106.85106550809792,105.84271550089845,Two Year,67,9,Bank Transfer,0
44,86.68199944537805,148.34543687019357,Month-to-Month,48,5,Credit Card,0
33,86.83119291845586,424.18632205323274,Two Year,23,9,Crypto,0
23,52.997814368734566,190.83575387187892,Two Year,2,3,PayPal,0
57,13.291934633582441,144.0454151245924,One Year,4,7,Bank Transfer,0
30,119.23301175935018,403.13772666974546,Month-to-Month,26,3,Credit Card,0
65,50.35879917941089,16.928250545497207,Month-to-Month,19,4,PayPal,0
52,49.58211436832788,297.3851771942407,Month-to-Month,49,1,Credit Card,0
36,33.82243344853129,436.94226978994953,One Year,53,9,PayPal,0
29,46.02314313357162,205.6317907787481,One Year,6,3,Credit Card,0
33,16.039938415476158,135.38976251828294,One Year,62,9,Bank Transfer,0
60,138.10397545222108,246.36282564854224,One Year,1,9,Bank Transfer,0
27,86.2654520994119,359.0211066783476,One Year,16,2,Bank Transfer,0
42,116.68967376689757,258.7861759545645,Two Year,52,7,PayPal,1
37,131.02194742395193,4.811858318260782,Month-to-Month,7,7,Bank Transfer,0
48,194.77206683247024,40.08395349789994,One Year,35,6,Bank Transfer,0
21,22.970514512545186,360.942883121761,Month-to-Month,68,5,Bank Transfer,0
61,89.40436011797321,200.5757161028738,One Year,15,8,PayPal,1
40,56.720607370031395,392.6031398038473,Two Year,57,3,Bank Transfer,0
19,100.57526705279469,325.09546713884856,Month-to-Month,23,3,Crypto,1
73,184.88973711663874,291.1764013266175,One Year,11,5,Bank Transfer,0
39,147.55701039714876,450.7862090208272,Two Year,4,0,Credit Card,0
68,135.77042143117973,11.639714666875632,Two Year,58,1,PayPal,0
74,93.8367165219237,78.36214633750305,Month-to-Month,40,1,Bank Transfer,0
54,137.5113746911428,312.5636017904959,One Year,58,9,Bank Transfer,0
25,16.151321682137535,33.84819522849762,Two Year,67,3,Bank Transfer,0
24,121.38534768567995,322.84027204528496,Two Year,38,4,Credit Card,0
31,115.21754689385716,492.0764174356086,Two Year,2,1,Credit Card,0
73,75.86168207300663,439.5252413982724,Month-to-Month,40,7,Credit Card,1
72,48.2876838305806,295.8675450886888,Month-to-Month,56,4,Bank Transfer,0
20,163.4355546898672,447.0943604786751,One Year,35,7,PayPal,0
67,20.23380174646833,59.01780748186634,One Year,49,8,PayPal,0
33,23.237844240481678,227.8923882978565,Month-to-Month,67,8,Credit Card,0
72,93.69913135698785,214.9093817902258,Month-to-Month,44,3,Bank Transfer,0
36,57.98536400763496,168.88734590950253,Month-to-Month,31,9,PayPal,1
68,151.63595856633387,1.1004976690208972,Two Year,65,1,Bank Transfer,1
35,130.49611461502627,445.62348028701484,Month-to-Month,18,1,Crypto,0
69,156.78161126406,389.0755984662447,One Year,36,4,Credit Card,0
33,71.6890017041822,326.7759002842946,Two Year,62,9,Credit Card,0
25,150.6985985273948,65.35445508196538,Month-to-Month,29,3,Crypto,0
50,173.8376148450158,189.72436171206056,One Year,23,5,Bank Transfer,0
66,75.60215393952862,462.23917168654776,Month-to-Month,3,8,PayPal,0
29,74.58020602074834,308.8478729297038,One Year,30,6,PayPal,0
70,180.99076674222098,302.1018577264865,Two Year,45,3,Crypto,0
28,19.460148105664736,456.6501608037603,Two Year,49,6,Credit Card,0
22,76.53598708886042,280.3570287249192,One Year,19,1,Bank Transfer,0
44,32.54777349364278,299.21400102993266,One Year,64,4,Crypto,1
29,15.506312147495485,173.51213154363245,Two Year,5,8,Crypto,0
34,31.445189352896204,186.34902368695342,Two Year,56,8,Credit Card,0
23,91.93670032425263,343.11782434466215,One Year,34,3,PayPal,0
50,140.52165315328023,160.8971730990247,One Year,48,7,Bank Transfer,0
22,64.96366064397296,279.9948523733372,Month-to-Month,26,4,Bank Transfer,0
74,171.4383084062137,140.31914888713322,Month-to-Month,5,2,Credit Card,1
45,93.1469694602865,83.89649373926822,Two Year,31,5,Bank Transfer,0
31,193.96332968273128,227.74682701041203,Two Year,24,3,Bank Transfer,0
22,191.289577194303,109.5055601946395,Month-to-Month,22,2,Bank Transfer,0
71,156.92248230669486,449.34865823568884,Month-to-Month,22,3,Bank Transfer,0
73,187.15704426785746,152.50286994768942,Two Year,57,0,Credit Card,0
50,144.3482544706112,299.10364567412125,Two Year,30,9,Bank Transfer,0
67,180.16080609832446,132.45747843205675,One Year,47,7,PayPal,0
65,54.93000629959824,129.75161209965847,One Year,67,8,Credit Card,0
58,75.62983803359174,175.96740465772552,Two Year,39,5,Bank Transfer,0
36,153.05671254092368,458.0214090931536,Month-to-Month,66,4,Crypto,0
39,90.66663525924585,196.35737140434802,One Year,29,8,Credit Card,0
22,169.0922124266584,410.81196824264805,Two Year,14,3,PayPal,0
19,176.75138560167727,99.45173919467804,Month-to-Month,4,0,Bank Transfer,1
47,66.94860209697572,25.036602025079105,Month-to-Month,5,6,Bank Transfer,0
64,166.45565355601897,391.05728272941934,Two Year,44,0,Crypto,0
56,39.31021150237851,271.3955738310936,One Year,24,8,Crypto,1
21,73.49737519200133,252.3591807004338,One Year,28,3,Credit Card,0
50,108.4133407130639,136.8307187754574,Two Year,24,2,Credit Card,0
30,53.024314799739514,37.08619041481656,Month-to-Month,5,3,Credit Card,1
37,120.06088761928787,241.94715813009017,One Year,13,0,Crypto,1
71,119.95206495635286,433.7459530408865,Two Year,55,5,Credit Card,0
24,49.31155002167209,60.890984838039444,One Year,30,6,Credit Card,0
32,161.17185552823676,464.65626879423894,Two Year,49,6,Bank Transfer,0
40,130.0124529881844,138.08981104056573,One Year,15,4,Credit Card,0
31,70.37449629674131,266.5609601215025,One Year,30,9,Credit Card,1
40,54.115108859355466,34.18768933782433,One Year,28,9,Crypto,0
36,176.96252637855378,213.09825030752023,Two Year,4,4,Credit Card,0
71,168.791026592684,63.823045317174575,Two Year,68,5,PayPal,1
46,53.65452822255,24.93891925252653,Month-to-Month,15,9,Crypto,0
73,16.764993038136666,483.3122890203972,One Year,34,7,Bank Transfer,0
37,162.86119319119354,365.3171731966022,One Year,43,8,Credit Card,0
46,126.9466255003582,359.8098027858167,Two Year,61,5,Bank Transfer,1
41,29.16758533015734,46.18429505239229,One Year,63,2,Bank Transfer,1
35,121.59805918159007,464.74591171938323,Two Year,2,5,Credit Card,0
27,95.91471021872191,235.26478898993292,Month-to-Month,52,3,PayPal,0
58,157.1645622200014,426.2897499606581,One Year,52,3,PayPal,0
74,49.7261200101587,7.287949455771616,Two Year,15,6,Bank Transfer,0
25,96.09978141795503,149.80503418741597,Two Year,40,5,Credit Card,0
43,39.686381707864186,498.02751394110635,One Year,28,7,Bank Transfer,0
46,191.93017328406086,214.49118330500417,Month-to-Month,55,7,Crypto,0
27,157.9602498157812,444.35827589331296,Two Year,50,2,Bank Transfer,0
34,149.97726103526534,164.6711758371488,One Year,22,3,Crypto,0
19,141.13926635395237,263.13923700183494,Month-to-Month,29,1,Credit Card,0
23,90.43392406861253,427.2553138970543,Two Year,12,0,PayPal,1
22,185.4236589835975,303.3044595417638,Month-to-Month,38,6,Bank Transfer,1
45,23.854232266131024,362.87097897971114,Two Year,2,7,Bank Transfer,0
58,162.61922361900085,115.18776890556249,One Year,12,7,Bank Transfer,1
22,50.89421910008921,78.78932829011457,One Year,55,5,Bank Transfer,0
35,71.56531157043112,115.92291526141834,One Year,12,6,Bank Transfer,0
43,108.69164850378858,247.03127449724136,Month-to-Month,9,7,Credit Card,0
37,158.7044521005601,400.6814176191413,Month-to-Month,32,3,PayPal,0
58,169.32163245420995,177.6429313876569,One Year,8,7,Crypto,0
66,120.90912753042373,282.8430752139936,Two Year,28,5,Credit Card,0
44,86.5767428975902,402.6014180281407,Month-to-Month,56,6,Crypto,0
66,189.8354600666099,120.14945658022832,Month-to-Month,36,9,Credit Card,1
29,56.83904620947998,441.6048917249849,Two Year,37,6,Credit Card,0
24,162.58796941732072,476.5880737989693,Two Year,32,7,Crypto,1
20,126.28942807514912,20.44609776386149,One Year,39,4,PayPal,1
27,81.61005320819062,30.496443932308814,Month-to-Month,49,1,Credit Card,1
51,10.259917029071993,46.38889965436223,Two Year,18,7,Crypto,1
42,94.8538672562391,388.6074358463127,Two Year,23,0,PayPal,0
52,62.57679953303686,95.47913564430988,One Year,33,1,Bank Transfer,1
33,29.825856531856516,363.1222972464876,One Year,51,4,Bank Transfer,0
19,24.28012741423612,221.19675886607132,Month-to-Month,43,3,Crypto,0
41,76.03608218920438,418.2912496763299,Two Year,4,1,Credit Card,1
27,126.80390386072322,404.46915098932635,One Year,67,3,Bank Transfer,0
55,169.128669919307,479.87161812984107,Month-to-Month,2,6,Bank Transfer,1
39,44.87701653999211,126.2678873877291,One Year,45,4,Crypto,1
43,90.68235454871943,115.39034222324405,Month-to-Month,40,3,Crypto,1
60,84.47166662700891,16.722479669011037,Two Year,2,1,Bank Transfer,1
72,107.54486174961797,205.79763161783794,One Year,32,1,Credit Card,0
56,163.82158145381504,230.07252120895313,Month-to-Month,1,0,Crypto,0
44,115.19259141985462,482.2924028812896,Month-to-Month,18,9,Crypto,1
46,170.8644335654359,415.5618617918146,Two Year,64,5,Credit Card,0
64,108.52483365310577,84.22906730691184,One Year,32,5,PayPal,1
55,124.73099938444157,399.4461919414922,Month-to-Month,9,3,Crypto,0
37,93.10281607366805,89.97134113704217,Month-to-Month,55,8,Bank Transfer,0
44,166.3881602561704,39.80476985903077,Month-to-Month,67,3,Credit Card,0
58,185.527169209284,418.7042929769115,Month-to-Month,24,2,Bank Transfer,0
71,131.43750024339766,488.0038313466071,One Year,11,9,Credit Card,0
37,165.94866534285174,44.97115371937424,One Year,28,8,PayPal,0
61,21.210633459829054,407.1485132330226,Month-to-Month,16,0,Crypto,0
36,182.16123277486494,429.74711167294055,One Year,12,1,PayPal,0
37,45.89576269943367,60.25903654895464,One Year,68,0,Crypto,0
52,58.73888119190351,142.34348241420108,Two Year,4,6,Credit Card,1
64,20.132712959281786,367.09665886751935,Two Year,66,0,Bank Transfer,0
19,193.42602222507122,404.05740951168167,Month-to-Month,31,0,PayPal,0
47,171.88206140279152,177.6330869027829,Two Year,56,5,Credit Card,0
70,183.50507477730594,80.80477044008093,One Year,50,5,PayPal,1
51,170.97107187440284,324.52389352860973,Month-to-Month,67,4,Credit Card,0
39,101.11080501704488,351.2823330184956,Two Year,1,3,PayPal,0
20,185.57556747724504,252.30031909361895,Month-to-Month,69,7,Credit Card,0
23,194.19983588116577,73.32559275236777,Month-to-Month,39,2,PayPal,1
32,105.48772558998553,422.39888541698343,Two Year,52,0,PayPal,1
44,43.368708452479254,322.9877135741918,One Year,36,0,Credit Card,1
27,135.13827670298792,434.71296016658675,One Year,67,4,PayPal,0
26,195.33327507217842,466.5515681705512,Two Year,12,2,Credit Card,0
50,175.70790337318624,403.04322986359637,Two Year,61,2,PayPal,0
49,173.74488346772242,479.3700498436511,Two Year,11,1,Crypto,1
65,187.42542319338358,477.17461512718603,Two Year,14,8,Crypto,0
23,179.85092950498395,310.0529331397777,Month-to-Month,54,5,PayPal,0
58,157.49351616347565,364.3588768458573,One Year,8,6,Credit Card,0
53,146.47183811074717,350.0048591181274,One Year,33,1,Crypto,0
19,60.30576301150332,310.94696131605616,Two Year,4,0,PayPal,1
46,128.05460407140535,10.65823273959526,One Year,30,7,PayPal,0
21,109.08283812411901,178.59743436073242,One Year,54,9,Credit Card,0
18,173.76937740038832,50.939078542028696,One Year,6,3,Bank Transfer,0
36,103.42538896311369,150.82929595595664,Two Year,5,8,Credit Card,1
43,34.27112507311093,35.21383865612263,Two Year,51,8,Bank Transfer,0
42,10.944772211246343,460.0957168290146,One Year,14,3,PayPal,0
27,138.7958928890464,226.21362791232033,Two Year,34,9,Bank Transfer,0
70,114.48259355416069,95.49285939001732,One Year,41,2,Bank Transfer,0
32,72.88295182810518,292.80483630091203,Two Year,39,4,Credit Card,0
39,42.10470850719916,99.02901575293743,One Year,18,5,Bank Transfer,0
68,98.6759112567414,402.4157205734227,Two Year,20,9,Bank Transfer,1
65,29.054429770992073,153.65363576038527,One Year,8,3,PayPal,1
38,73.86061295201719,158.13541579960045,Two Year,26,0,Crypto,0
73,82.05026218477053,435.1055210142932,Two Year,27,6,Credit Card,1
39,98.4675520192128,280.0422394404672,One Year,32,4,Credit Card,1
53,98.6579427543809,443.76375077199947,Month-to-Month,42,1,Crypto,0
51,58.83107226011268,207.0311269028137,One Year,50,8,Crypto,0
47,171.54008650437765,172.61992057948686,One Year,49,7,Crypto,0
42,77.55326618878166,253.59529563578798,Month-to-Month,65,9,Bank Transfer,0
62,53.621588689578104,31.684343930251863,Two Year,63,6,PayPal,1
45,43.403877848012144,77.94618483345127,Month-to-Month,27,8,Credit Card,0
18,71.28989495563377,110.54129622743235,One Year,35,9,PayPal,1
66,22.83504776573153,408.52196406054446,Month-to-Month,38,1,Bank Transfer,1
62,16.252429366384614,367.1655796984696,Two Year,38,2,Crypto,0
21,124.97701739254487,97.46033211318786,One Year,42,8,Bank Transfer,0
24,127.6379558493461,139.0970346223894,One Year,42,5,Crypto,0
66,110.62175850127504,472.1866698700967,Two Year,49,1,Credit Card,1
26,154.8341870940276,43.81567815078604,Two Year,57,5,Bank Transfer,0
53,17.438603412644817,274.180093975882,One Year,54,4,PayPal,0
36,187.83489055979885,261.48148901523496,Two Year,10,9,PayPal,0
18,28.062373418841496,363.1282007616869,Month-to-Month,60,4,Bank Transfer,0
27,138.06436893478278,131.45625280039778,Month-to-Month,40,4,Bank Transfer,0
53,35.34535189875377,467.45155274815454,Month-to-Month,1,1,PayPal,0
26,177.18203232848055,205.88085793271878,Month-to-Month,64,5,Bank Transfer,0
62,107.03552451955593,143.57408400986822,Two Year,12,6,Bank Transfer,1
63,25.63577279341545,169.09783900608653,Month-to-Month,57,8,Bank Transfer,1
59,127.17758141301397,175.01245205134248,Month-to-Month,26,4,Crypto,0
49,11.730889337618315,100.26527841897467,One Year,40,4,PayPal,1
49,157.44421390364647,464.0989059840726,Two Year,43,8,Bank Transfer,1
23,133.61114746276343,88.26271712005774,Two Year,13,5,PayPal,1
65,50.398702379066386,441.5334845353452,Two Year,56,6,Credit Card,0
55,81.2026740734578,203.0596807502733,One Year,17,3,Bank Transfer,0
34,11.483271952889151,135.36896527186505,One Year,24,3,Crypto,0
27,141.79992484452896,100.055967466492,Two Year,58,0,Crypto,1
67,71.30694612684665,252.66682262422677,Month-to-Month,61,4,Bank Transfer,1
44,118.60189390637665,334.9600129517936,One Year,28,1,Bank Transfer,0
71,191.77824930374794,449.21229419978016,One Year,67,4,Credit Card,0
67,66.89867546004115,326.5708452713571,One Year,51,4,Bank Transfer,0
52,198.14519797659048,242.34758264611227,Two Year,39,3,PayPal,0
69,130.2183933414376,17.704556224534855,Month-to-Month,66,9,Bank Transfer,0
38,55.996846594245945,457.7980259321342,One Year,40,8,PayPal,1
42,92.98779777403897,451.2822522482374,One Year,13,4,PayPal,0
45,150.68609325288205,189.97976669309165,Two Year,19,5,PayPal,0
64,94.83080245978545,15.488296675130638,Month-to-Month,6,0,PayPal,1
32,23.016437794894955,366.95140620229427,One Year,18,4,PayPal,1
21,42.03469566268305,396.04875755170895,Two Year,9,8,Bank Transfer,0
46,160.34657169894965,271.69044894811816,Two Year,68,5,Bank Transfer,1
26,133.19088438643166,202.03461764614755,One Year,54,8,Bank Transfer,1
44,118.26684069310541,425.7152860636965,Two Year,50,3,Crypto,0
43,41.84817444352625,97.06569192669164,Two Year,70,1,PayPal,0
36,169.17391461656447,220.33953641869456,One Year,11,8,Credit Card,0
73,192.54062082138753,13.218569248626643,Two Year,55,3,Bank Transfer,1
45,17.768548523227214,82.8412534607656,Month-to-Month,42,1,Bank Transfer,1
34,24.826055424232507,470.4747861043274,Month-to-Month,11,0,Crypto,0
60,178.0976556297673,289.463541932014,One Year,67,1,Bank Transfer,0
74,164.95492826610436,402.9905724343814,Month-to-Month,2,4,PayPal,0
58,127.4075465471458,243.76370663725405,Month-to-Month,66,2,Bank Transfer,0
59,189.5433897073662,417.57872190626153,One Year,26,5,PayPal,0
67,132.8218098184806,269.9363049098181,Two Year,37,3,Bank Transfer,0
37,51.03720238860563,3.264318992081831,Month-to-Month,36,1,Bank Transfer,0
62,148.44204150621104,449.94980450838324,Two Year,16,6,PayPal,0
57,132.6849655016711,75.13449379812039,One Year,66,5,PayPal,1
56,197.29149338190558,225.82682589257766,Month-to-Month,21,7,Bank Transfer,1
66,50.640189911210435,238.8604900955136,One Year,7,9,PayPal,1
70,123.5981379088938,24.570900571167204,Two Year,11,4,Crypto,1
40,158.23182922277329,27.482122334183213,One Year,56,2,PayPal,0
64,74.40678697425246,381.5133529129087,Month-to-Month,44,3,PayPal,1
49,82.13912078866515,150.92494423529675,One Year,54,4,Credit Card,0
69,178.70134928238093,205.40445495370216,One Year,57,4,PayPal,1
64,86.79702712568745,282.49214521715464,One Year,58,5,PayPal,0
50,128.69924186016675,187.31966616912354,Two Year,37,8,Credit Card,0
74,178.95524613009687,387.7436758450538,Two Year,48,3,PayPal,0
63,49.86705078720666,442.34786215596455,Two Year,62,6,Credit Card,0
22,196.5566863069951,30.799224175809258,Two Year,39,6,Bank Transfer,0
60,143.3711714543619,318.0662885683997,Month-to-Month,64,5,Bank Transfer,0
65,104.26312188687452,159.51234372111705,Two Year,68,0,Crypto,1
51,91.87490722668956,292.0543639299794,Two Year,68,8,Bank Transfer,0
57,191.32927695478585,242.46975174801693,Month-to-Month,27,5,PayPal,0
28,49.087717230636606,167.50558198512883,Two Year,70,2,Credit Card,1
67,69.21981880073265,48.313007518990574,One Year,60,1,Bank Transfer,0
20,68.4806235541057,280.1605158399459,Two Year,44,2,PayPal,0
50,64.91120359954806,57.28349064696341,Month-to-Month,30,0,Bank Transfer,1
28,99.02222859098094,78.90392400017085,One Year,58,2,Crypto,0
33,197.9440543208883,491.1054522105241,Month-to-Month,36,4,Bank Transfer,0
35,178.8694856760813,159.0358899831923,One Year,5,3,Bank Transfer,0
47,72.31041798108237,292.63365862111397,One Year,19,9,PayPal,0
65,90.34532198872616,136.84373906751293,One Year,12,0,Credit Card,0
72,137.20134181332696,432.88920986446726,Month-to-Month,60,4,Crypto,0
27,13.25881933235668,142.3867552458019,One Year,11,2,Credit Card,0
35,165.82919515027308,184.07569066710698,One Year,53,9,Credit Card,0
55,177.1616308892647,304.5854013272065,One Year,20,6,Credit Card,0
36,172.86806352166147,435.12336711464866,One Year,27,9,Crypto,1
53,81.26033350825188,408.29086311097564,One Year,58,7,Crypto,0
30,97.77990639919955,132.66608289292466,Two Year,5,4,PayPal,0
73,12.353781161713608,414.94792379027155,Month-to-Month,9,9,PayPal,0
63,85.88511612827466,350.8964623800906,One Year,32,7,PayPal,0
20,97.48109624965429,494.92441671509704,One Year,54,5,Crypto,0
27,182.32511568301095,467.7883863251394,One Year,45,5,Crypto,0
55,179.857658013877,267.0352243006433,One Year,27,4,Bank Transfer,1
18,193.5584421767028,375.2143809770781,One Year,28,9,Credit Card,0
72,178.16994716719887,285.51967129162693,Two Year,18,5,PayPal,0
73,11.558134791252666,297.9027256153712,Two Year,31,0,Bank Transfer,0
44,131.87756194312175,51.6489141589116,One Year,41,7,Crypto,0
63,22.96515978957775,2.1206085303499753,One Year,34,4,Bank Transfer,0
25,61.79291441219723,25.04500086296875,One Year,7,7,Bank Transfer,0
68,119.87844959941026,483.3487032793177,Month-to-Month,5,2,Crypto,0
63,143.11662549743238,64.0078457335716,Month-to-Month,21,9,Credit Card,0
59,134.38008492424808,23.150462383417846,Two Year,6,5,Crypto,0
34,19.32108980764221,155.51246064387533,Two Year,45,0,PayPal,1
26,29.684735218214886,294.5017900373096,Month-to-Month,35,0,Bank Transfer,0
23,34.43149445694195,474.28186150716346,One Year,3,3,PayPal,0
60,27.36873158624131,350.24390169719203,Two Year,33,9,Bank Transfer,0
42,43.86454042117123,138.90013148118322,One Year,38,5,Bank Transfer,0
56,140.81268034919628,469.589951100337,One Year,16,2,PayPal,1
66,167.85907772023904,18.98449655733522,Two Year,71,4,Bank Transfer,0
45,87.67463911394796,489.54794962612954,Month-to-Month,8,9,Crypto,0
50,141.6284862213853,30.261709712398055,Month-to-Month,3,3,Crypto,0
71,48.003089640507035,377.17113655552583,Month-to-Month,69,9,Bank Transfer,0
54,194.92322881034752,23.603472047553005,One Year,19,2,Bank Transfer,0
26,76.49952934294748,465.84915974188505,One Year,7,8,Crypto,0
35,170.71471217891866,55.224282468838425,One Year,50,3,Credit Card,1
73,189.61961079958354,26.18902750054041,Month-to-Month,6,9,Bank Transfer,0
38,174.29565294630743,444.7433122576488,One Year,5,6,Crypto,0
19,22.7428537926549,48.801148074894876,Two Year,61,4,Credit Card,1
60,133.55835988837867,399.1677140992617,One Year,58,6,Credit Card,0
55,32.81723424859473,373.7702855875479,Two Year,22,4,PayPal,1
57,11.075970099901376,299.8401412056948,Month-to-Month,57,2,Credit Card,0
53,19.838854349182814,189.60339738943398,One Year,32,5,Bank Transfer,0
67,184.06834732494087,457.8746942668615,One Year,17,8,Credit Card,0
60,182.6080677094748,435.6695466781941,Month-to-Month,58,5,PayPal,0
54,52.90663367516642,213.69730836728996,One Year,41,3,Crypto,0
32,113.94163081173899,116.63075320100944,Two Year,22,0,PayPal,0
45,191.45536983052597,137.01326303978882,Month-to-Month,42,2,Crypto,0
35,104.37416464238488,110.94146510391441,Two Year,8,2,Bank Transfer,1
51,84.77978582769401,271.0847294175115,Month-to-Month,46,1,Crypto,0
39,101.81725186847866,434.4008754565785,Two Year,48,9,Credit Card,0
28,160.1409946948694,387.03237163188703,Two Year,3,1,Crypto,1
74,100.6827501813147,397.9597195127741,Two Year,30,7,Credit Card,0
30,158.8227594436502,224.69595735812302,One Year,28,7,PayPal,1
21,92.02251467177726,161.89997106739168,One Year,25,2,PayPal,0
39,57.88107753016274,378.9205295818212,One Year,37,3,Crypto,0
24,72.02981866553792,396.85583965138926,One Year,51,4,PayPal,0
60,24.786458281061527,347.9814995338721,One Year,39,8,PayPal,0
71,104.50241743776252,17.021454148591953,Two Year,67,4,PayPal,0
41,38.14107572891437,295.25265934617346,One Year,1,5,Credit Card,1
21,164.19393120359925,174.17586879469442,Two Year,38,6,Crypto,1
45,89.91220908980989,98.90018176425717,Month-to-Month,52,1,Credit Card,0
32,155.35044155842738,347.50323640780704,Two Year,63,3,Crypto,0
18,191.34748123234036,134.99454170735285,One Year,52,5,Credit Card,1
72,171.40081044551485,456.507738318972,Month-to-Month,60,3,Bank Transfer,1
20,190.77809915170573,149.74145780783425,One Year,13,4,Bank Transfer,0
31,117.90794010543875,278.03511922217814,Month-to-Month,17,2,Bank Transfer,0
55,41.41164245630296,414.05331966216517,Two Year,30,1,Credit Card,0
67,187.72523129490312,201.65705067566427,Month-to-Month,38,0,Crypto,0
74,175.01583421338646,414.50032166127244,One Year,11,2,Credit Card,0
18,174.2384683027164,362.1245023368626,Month-to-Month,27,9,Crypto,0
55,141.7221412076565,460.5121105884942,Two Year,38,8,Bank Transfer,1
55,128.7340898153551,163.59144673229292,Month-to-Month,28,0,Credit Card,0
38,12.797539453652984,53.409004325286006,Two Year,26,7,Crypto,0
65,152.13027312674208,215.74439946728327,Month-to-Month,33,4,Crypto,0
46,27.39167232173309,393.1209211253799,Two Year,32,3,PayPal,0
22,59.352677859489404,225.76712158163753,Two Year,54,4,Crypto,0
